userID,age,gender,country,total_play_time,avg_session_time,games_played,in_game_purchases,last_login,friend_count,churn,game_genre,max_level_achieved,daily_play_time,subscription_status,device_type,number_of_sessions,social_interactions,achievement_points,favorite_game_mode
01853,56,Female,UK,349,102,10,482,20,29,1,Action,39,129,No,PC,15,445,9976,Multiplayer
01854,48,Other,South Korea,173,117,11,307,27,8,0,Simulation,17,276,No,Console,45,169,2995,Coop
01855,40,Other,Australia,115,109,27,21,3,128,0,Strategy,9,88,No,PC,30,277,8124,Coop
01856,55,Male,France,694,72,23,13,16,55,1,Adventure,11,21,No,Mobile,37,250,4211,Single-player
01857,37,Other,Germany,360,63,20,485,13,55,0,RPG,18,158,No,Mobile,32,487,627,Single-player
01858,40,Female,Canada,354,117,5,205,6,60,0,Action,45,172,Yes,PC,48,94,5585,Coop
01859,33,Male,Canada,665,112,13,33,22,44,0,RPG,46,0,Yes,PC,10,303,1857,Multiplayer
01860,59,Other,South Korea,758,61,18,341,12,140,0,Action,37,14,Yes,Mobile,25,27,7168,Single-player
01861,25,Other,France,75,63,10,463,21,141,0,Simulation,7,157,No,Mobile,3,238,920,Coop
01862,38,Female,Brazil,926,76,21,55,9,137,1,Simulation,35,268,Yes,Console,33,150,6231,Single-player
01863,18,Other,Brazil,755,46,25,239,17,144,0,RPG,44,77,No,PC,37,52,3054,Multiplayer
01864,25,Other,France,80,117,17,436,1,144,0,Simulation,7,33,Yes,PC,46,493,6226,Multiplayer
01865,46,Other,Japan,228,21,19,432,21,158,1,Adventure,39,152,Yes,Console,36,369,5547,Multiplayer
01866,49,Other,South Korea,71,68,4,62,11,173,0,Simulation,11,32,No,PC,7,382,7409,Single-player
01867,55,Female,UK,402,29,9,399,12,48,0,Adventure,10,234,Yes,Console,42,382,1440,Coop
01868,22,Other,USA,217,96,18,79,24,89,0,Simulation,34,84,No,Mobile,49,271,4937,Single-player
01869,39,Other,France,451,95,16,39,20,99,1,RPG,24,117,Yes,Mobile,38,443,1747,Coop
01870,51,Other,Japan,910,41,7,293,6,92,1,Adventure,12,223,Yes,Mobile,29,39,3185,Multiplayer
01871,18,Male,Canada,754,80,25,401,17,17,1,Strategy,9,15,Yes,Console,19,118,4760,Single-player
01872,43,Female,Brazil,366,95,12,278,21,10,0,RPG,22,68,Yes,Console,15,352,9092,Multiplayer
01873,27,Male,Australia,825,53,26,255,10,182,0,Adventure,38,154,Yes,Mobile,14,38,9580,Multiplayer
01874,47,Male,South Korea,589,75,4,109,21,95,0,Action,46,18,No,Console,3,67,7256,Single-player
01875,35,Female,Brazil,669,87,21,47,9,130,0,Action,32,277,Yes,Console,35,261,4452,Single-player
01876,34,Male,UK,559,64,28,231,21,103,1,Strategy,8,184,Yes,Mobile,26,302,3282,Multiplayer
01877,43,Male,Japan,311,25,12,81,5,143,1,Action,48,225,No,Mobile,35,138,5012,Single-player
01878,25,Male,Canada,297,97,12,173,13,136,0,RPG,21,93,Yes,Console,33,265,3868,Coop
01879,57,Female,UK,23,80,26,112,19,67,0,Adventure,16,290,No,PC,18,286,9584,Coop
01880,29,Other,USA,109,77,4,277,4,172,1,RPG,33,141,Yes,Console,39,326,610,Coop
01881,44,Female,India,51,61,12,380,19,1,0,Simulation,42,134,No,PC,45,397,1758,Multiplayer
01882,25,Female,Australia,938,46,23,309,5,118,1,Simulation,25,109,No,PC,47,117,5615,Single-player
01883,42,Female,USA,289,55,8,39,8,88,0,Action,39,217,Yes,Mobile,20,186,4337,Multiplayer
01884,21,Male,South Korea,443,50,24,29,28,119,0,Strategy,6,92,Yes,Console,41,389,26,Multiplayer
01885,50,Other,Brazil,466,14,3,254,4,21,0,Strategy,4,265,Yes,Console,20,484,9657,Coop
01886,18,Female,Germany,258,75,16,239,4,120,0,Simulation,23,47,No,PC,24,313,44,Coop
01887,36,Female,Germany,323,14,2,182,18,196,0,Strategy,9,45,Yes,Console,16,115,8950,Single-player
01888,48,Other,Canada,650,72,6,183,12,176,0,Strategy,36,109,Yes,Mobile,17,366,4382,Multiplayer
01889,33,Other,France,908,12,28,41,26,148,0,Action,11,86,No,Console,39,17,4030,Coop
01890,31,Other,Brazil,817,115,17,425,22,73,1,RPG,35,201,No,Mobile,42,32,4953,Coop
01891,22,Male,Germany,337,17,12,445,4,86,0,RPG,12,238,Yes,Console,26,413,8623,Single-player
01892,58,Other,Japan,786,35,9,465,13,182,0,Adventure,35,281,No,Mobile,3,83,5961,Multiplayer
01893,43,Male,India,555,83,16,126,1,3,0,RPG,7,245,Yes,PC,30,475,2156,Coop
01894,45,Female,Canada,928,107,7,436,24,57,1,RPG,29,2,Yes,Console,18,362,1050,Coop
01895,19,Male,Australia,421,119,8,81,4,197,1,Action,21,104,Yes,PC,16,0,3067,Single-player
01896,23,Other,USA,258,109,7,232,22,117,1,Action,3,73,Yes,PC,33,184,5359,Multiplayer
01897,26,Male,USA,624,62,21,308,27,186,0,RPG,24,28,No,Console,34,336,7402,Single-player
01898,50,Other,Germany,738,85,5,191,22,25,1,Adventure,30,142,Yes,Console,16,186,3720,Coop
01899,58,Male,Canada,64,93,23,0,25,112,1,RPG,27,89,No,PC,19,409,9807,Single-player
01900,42,Female,Germany,162,38,7,495,11,196,0,RPG,29,281,Yes,Mobile,15,180,8208,Multiplayer
01901,30,Male,USA,163,23,18,361,23,166,0,Simulation,30,35,Yes,Console,4,145,7272,Multiplayer
01902,26,Female,South Korea,677,14,18,206,19,103,1,Adventure,36,3,Yes,Mobile,33,101,5924,Coop
01903,30,Other,UK,38,36,16,196,6,128,0,RPG,23,241,Yes,Mobile,38,23,1984,Multiplayer
01904,48,Female,Brazil,664,77,7,282,2,184,1,Action,37,284,Yes,Mobile,6,273,9618,Multiplayer
01905,58,Other,Canada,319,38,21,16,8,97,0,RPG,26,243,Yes,Console,8,166,8173,Coop
01906,28,Other,Japan,359,12,2,318,14,47,0,Strategy,36,21,No,Console,13,238,5763,Single-player
01907,21,Female,Germany,268,106,17,383,14,199,0,Simulation,28,189,No,PC,15,206,6544,Coop
01908,51,Female,Germany,323,39,25,168,7,20,0,Simulation,37,210,Yes,Console,43,419,2055,Multiplayer
01909,55,Male,France,325,109,27,376,27,158,1,Simulation,4,254,Yes,Console,23,89,1296,Single-player
01910,21,Male,India,586,18,8,185,25,185,0,Adventure,29,104,No,Console,49,415,6559,Multiplayer
01911,55,Female,Australia,256,10,2,121,15,174,0,Simulation,44,75,Yes,PC,7,211,5095,Single-player
01912,36,Female,Germany,199,32,18,440,24,22,0,RPG,14,181,Yes,Mobile,46,69,5373,Coop
01913,23,Female,Japan,437,76,19,223,1,90,0,Adventure,44,233,Yes,Console,25,90,471,Multiplayer
01914,51,Female,Australia,609,41,20,126,19,6,0,Strategy,45,118,No,Mobile,16,126,7105,Single-player
01915,35,Other,India,103,97,9,165,0,127,0,Action,37,138,Yes,Console,25,71,7594,Multiplayer
01916,30,Female,France,371,15,12,473,23,48,0,Simulation,33,256,No,Console,43,294,8323,Single-player
01917,58,Female,Germany,904,86,22,121,28,98,0,RPG,31,64,No,Console,42,85,1762,Single-player
01918,40,Female,Australia,163,58,19,321,3,30,0,Adventure,14,251,No,Console,43,36,218,Multiplayer
01919,36,Female,Australia,112,24,8,219,3,124,1,RPG,25,297,No,PC,41,37,4646,Single-player
01920,28,Other,South Korea,614,67,22,428,22,174,0,Simulation,9,134,Yes,PC,2,454,1176,Multiplayer
01921,18,Male,Australia,548,62,8,278,29,92,0,Action,25,158,No,Mobile,6,456,5139,Single-player
01922,41,Male,USA,105,39,10,497,5,195,0,Adventure,41,123,No,Console,4,161,9769,Single-player
01923,24,Male,India,698,85,28,147,2,34,0,RPG,46,128,No,Console,19,239,8132,Single-player
01924,42,Male,Japan,363,49,18,291,7,33,0,Adventure,25,153,Yes,Console,37,481,9974,Multiplayer
01925,38,Male,France,20,68,15,425,1,185,0,Simulation,30,284,Yes,PC,39,411,133,Coop
01926,32,Other,India,659,72,24,246,28,14,0,Simulation,20,162,No,Mobile,4,446,8167,Coop
01927,18,Male,UK,997,57,11,405,16,77,0,Strategy,23,36,Yes,Mobile,24,456,7210,Coop
01928,29,Other,USA,128,108,21,187,27,84,1,Strategy,1,265,No,Console,8,29,3153,Single-player
01929,24,Other,France,482,101,26,10,11,70,0,Simulation,15,196,Yes,Console,44,229,9392,Single-player
01930,32,Male,UK,698,77,14,283,28,80,0,Adventure,21,113,Yes,Console,13,40,9269,Single-player
01931,38,Male,Australia,795,16,15,44,11,169,0,RPG,30,3,No,Console,10,377,9289,Coop
01932,36,Male,India,198,56,14,123,14,145,1,RPG,11,198,Yes,Mobile,17,222,2352,Coop
01933,46,Female,Japan,746,52,12,377,17,37,0,Adventure,26,245,No,Console,45,263,1528,Multiplayer
01934,42,Other,France,951,25,4,246,8,63,1,Action,30,126,No,PC,20,250,1194,Multiplayer
01935,50,Male,Brazil,619,31,3,405,20,28,1,Adventure,9,114,No,Console,5,263,3728,Coop
01936,49,Female,UK,520,72,12,336,4,117,1,Simulation,5,134,No,Console,2,100,8306,Coop
01937,52,Other,South Korea,960,55,25,446,21,114,1,Simulation,47,176,Yes,Mobile,9,461,3775,Single-player
01938,55,Female,USA,419,54,26,158,2,9,0,Strategy,47,188,No,Console,20,8,2946,Multiplayer
01939,43,Female,USA,225,50,7,266,16,16,0,RPG,34,141,No,Mobile,8,234,5585,Multiplayer
01940,28,Male,South Korea,929,34,7,291,28,159,0,Strategy,33,199,Yes,PC,40,353,719,Multiplayer
01941,52,Other,USA,208,59,22,77,23,188,1,RPG,34,151,No,Console,17,152,3265,Multiplayer
01942,25,Female,Canada,244,76,25,290,22,114,0,Adventure,1,50,Yes,PC,33,392,3632,Coop
01943,31,Other,Canada,287,61,19,382,11,83,0,Action,15,30,No,PC,49,63,1827,Coop
01944,27,Male,France,65,95,14,150,13,80,1,RPG,31,250,No,PC,13,258,980,Coop
01945,19,Other,Brazil,867,40,1,284,7,173,0,Action,12,129,No,Mobile,2,357,8222,Single-player
01946,26,Female,Japan,152,46,7,150,8,70,1,Action,7,90,No,Console,36,479,7696,Coop
01947,20,Female,Australia,490,31,25,491,1,114,0,Action,45,170,Yes,Mobile,27,26,4674,Single-player
01948,38,Other,Canada,434,36,22,123,20,55,0,Adventure,33,252,Yes,Console,41,125,9125,Single-player
01949,43,Female,UK,702,11,10,227,1,60,0,Action,42,87,Yes,Mobile,13,498,3704,Single-player
01950,25,Female,South Korea,217,31,18,271,28,102,0,Action,32,178,Yes,Console,22,73,3409,Coop
01951,19,Female,India,428,62,13,358,23,43,1,Simulation,5,266,No,Console,11,65,9435,Single-player
01952,23,Male,Brazil,501,26,8,339,15,165,0,Simulation,38,176,Yes,Mobile,16,116,8187,Multiplayer
01953,45,Male,Japan,665,65,9,216,19,103,0,RPG,5,15,No,Mobile,35,337,2630,Multiplayer
01954,46,Female,UK,788,93,26,146,10,177,0,Simulation,17,115,No,Console,38,58,7343,Single-player
01955,43,Other,Brazil,593,97,15,217,19,73,1,RPG,7,220,No,PC,44,167,2245,Multiplayer
01956,42,Male,South Korea,220,118,8,95,9,31,0,Action,25,168,No,PC,34,279,7468,Multiplayer
01957,29,Other,UK,434,40,25,446,7,120,0,Simulation,25,198,Yes,Console,9,150,240,Multiplayer
01958,22,Female,South Korea,279,52,1,49,6,89,0,Strategy,3,15,Yes,PC,42,424,8713,Single-player
01959,51,Female,Japan,622,81,3,468,0,52,0,Adventure,36,227,No,Console,13,252,8403,Coop
01960,54,Other,USA,91,62,19,456,22,175,0,Simulation,28,10,No,PC,24,308,5986,Multiplayer
01961,32,Male,Australia,523,14,9,42,29,0,1,Adventure,23,210,No,PC,18,304,7826,Multiplayer
01962,53,Other,Australia,138,11,19,18,9,102,0,Simulation,8,249,No,PC,20,193,5306,Single-player
01963,32,Other,Germany,666,68,15,112,18,117,0,Simulation,31,7,Yes,Console,40,60,3274,Coop
01964,40,Female,Canada,22,13,14,376,4,29,1,Strategy,21,267,No,PC,29,488,4457,Single-player
01965,23,Male,France,416,108,26,212,23,8,0,Action,45,60,No,Console,38,63,5731,Coop
01966,38,Other,India,975,43,1,17,21,107,0,RPG,35,182,Yes,PC,11,417,8261,Coop
01967,40,Male,South Korea,731,76,3,133,7,32,1,Simulation,41,140,Yes,Console,39,282,9366,Coop
01968,33,Female,Germany,347,93,2,290,20,25,0,Simulation,41,162,Yes,PC,9,63,2378,Single-player
01969,32,Male,Germany,236,82,25,13,25,41,0,Adventure,42,220,Yes,PC,12,366,5602,Single-player
01970,42,Female,Germany,764,15,1,63,8,41,0,Action,29,19,Yes,Mobile,2,315,8156,Multiplayer
01971,53,Male,South Korea,933,67,27,392,28,95,0,Simulation,3,53,No,Mobile,34,290,7567,Multiplayer
01972,28,Other,Japan,182,56,18,162,12,38,0,Simulation,44,66,Yes,Console,41,52,3552,Coop
01973,32,Female,South Korea,507,14,1,257,13,60,0,RPG,25,190,Yes,Console,33,199,6416,Multiplayer
01974,21,Other,Australia,197,70,9,498,26,46,0,Action,2,119,No,Console,0,377,5922,Coop
01975,38,Female,South Korea,681,114,7,5,5,169,1,Action,44,70,No,Console,2,255,560,Coop
01976,30,Male,Japan,122,65,13,354,10,47,0,Simulation,41,264,No,Mobile,45,123,2025,Single-player
01977,39,Male,Brazil,924,111,17,120,8,179,0,Action,34,117,Yes,Console,25,70,4548,Coop
01978,36,Female,Australia,545,44,13,152,12,160,0,Action,15,188,No,Console,29,441,4806,Single-player
01979,51,Female,USA,380,104,13,328,3,154,0,RPG,39,186,Yes,PC,45,140,4274,Coop
01980,31,Female,UK,824,22,10,177,1,170,1,Strategy,39,175,No,Console,3,459,4760,Coop
01981,21,Male,USA,514,35,28,478,29,156,0,RPG,40,16,Yes,Mobile,36,114,6749,Coop
01982,44,Female,France,5,95,6,390,23,146,1,Strategy,47,198,Yes,Console,7,76,3242,Multiplayer
01983,46,Female,USA,303,105,5,62,20,127,1,RPG,12,50,Yes,PC,46,308,776,Coop
01984,45,Other,Australia,613,73,10,411,1,98,0,Simulation,24,68,Yes,PC,45,16,3156,Multiplayer
01985,52,Female,USA,191,88,14,257,21,110,0,RPG,6,87,No,Console,38,184,2611,Coop
01986,25,Other,Canada,375,20,11,64,12,27,1,Action,6,206,Yes,Mobile,36,315,8486,Single-player
01987,33,Other,USA,524,71,5,356,18,9,1,Action,48,184,Yes,PC,30,398,7937,Multiplayer
01988,59,Other,India,35,89,4,186,0,194,0,Adventure,37,84,Yes,PC,29,77,4658,Multiplayer
01989,53,Male,France,974,56,3,407,27,105,0,Simulation,26,100,No,Mobile,25,374,8461,Coop
01990,47,Other,UK,69,79,14,445,5,143,0,Action,3,129,Yes,PC,15,402,8594,Multiplayer
01991,35,Female,Japan,288,119,13,226,26,99,1,Simulation,32,216,No,Console,21,162,8598,Multiplayer
01992,19,Male,India,104,84,24,198,7,0,0,RPG,46,282,Yes,Console,31,145,2221,Coop
01993,30,Male,India,715,67,23,293,16,117,1,Action,18,51,No,PC,45,16,3343,Single-player
01994,21,Male,India,312,19,5,250,2,81,0,Simulation,28,116,Yes,Mobile,42,339,8774,Single-player
01995,43,Male,Japan,54,25,12,476,5,131,0,RPG,33,50,No,PC,12,152,16,Multiplayer
01996,42,Male,Canada,106,21,25,317,25,196,1,Strategy,17,165,No,Mobile,24,292,9245,Multiplayer
01997,47,Male,Canada,652,80,28,192,28,131,0,Adventure,32,18,Yes,PC,13,406,8997,Single-player
01998,28,Male,Japan,736,112,23,118,18,114,0,RPG,12,105,No,Console,0,150,6331,Single-player
01999,24,Other,Brazil,306,100,10,178,6,147,1,Strategy,37,157,Yes,Mobile,16,458,2698,Multiplayer
02000,48,Female,South Korea,859,97,2,477,14,62,1,Simulation,21,73,No,Console,39,45,6196,Coop
02001,27,Female,South Korea,820,59,7,51,5,34,0,Strategy,2,140,Yes,PC,15,211,7078,Coop
02002,56,Other,Canada,35,24,7,109,24,115,1,Action,26,274,Yes,Mobile,20,134,8429,Single-player
02003,30,Other,Australia,132,68,4,223,28,44,0,Simulation,39,146,Yes,PC,38,86,8604,Coop
02004,48,Male,Japan,886,79,12,329,21,56,0,Adventure,17,270,Yes,PC,49,317,3888,Single-player
02005,24,Male,Canada,24,71,28,97,22,120,0,Adventure,36,107,No,PC,44,406,6172,Multiplayer
02006,59,Other,Australia,848,92,24,318,17,151,0,Simulation,34,283,Yes,PC,26,90,286,Multiplayer
02007,59,Male,South Korea,36,81,4,394,9,19,1,Action,19,49,Yes,Mobile,6,212,4943,Single-player
02008,53,Female,USA,18,71,7,47,3,155,1,Simulation,32,288,No,Console,27,148,7649,Multiplayer
02009,37,Female,Canada,34,109,20,496,4,165,0,Simulation,22,299,Yes,PC,30,313,2789,Single-player
02010,21,Male,France,362,59,13,100,17,151,1,Simulation,45,54,No,PC,41,479,4941,Coop
02011,24,Male,USA,417,86,8,437,26,23,0,RPG,39,120,Yes,Mobile,34,433,5228,Single-player
02012,18,Male,USA,821,63,14,474,9,69,1,Adventure,18,35,No,Mobile,32,155,7417,Coop
02013,59,Female,Canada,429,63,3,433,9,101,0,Adventure,24,197,No,PC,28,100,6312,Multiplayer
02014,30,Male,Australia,517,106,2,239,9,126,0,Action,1,129,Yes,Console,43,65,1402,Coop
02015,39,Other,France,466,105,10,73,6,117,0,Adventure,41,170,No,PC,41,348,1875,Single-player
02016,38,Male,Australia,896,37,6,37,19,24,1,Action,2,153,Yes,Mobile,38,369,7465,Single-player
02017,39,Other,India,198,113,23,469,13,80,0,Action,40,68,No,PC,23,8,3499,Single-player
02018,45,Male,Australia,545,60,7,215,24,196,1,Adventure,24,278,Yes,Mobile,41,34,2155,Coop
02019,26,Male,Australia,567,83,16,135,29,16,1,Simulation,40,59,No,PC,35,485,4818,Coop
02020,43,Female,Brazil,767,42,6,5,7,57,0,Simulation,2,60,No,Console,16,230,5228,Single-player
02021,26,Other,Germany,210,10,16,246,25,147,0,RPG,27,40,Yes,PC,5,366,9797,Coop
02022,32,Other,UK,608,94,27,323,8,1,0,Action,2,281,Yes,Mobile,32,60,223,Multiplayer
02023,27,Other,Germany,793,78,24,196,23,82,0,Strategy,23,268,Yes,Mobile,47,67,1639,Multiplayer
02024,41,Female,France,500,10,12,389,4,8,0,Strategy,33,80,No,Mobile,47,381,686,Multiplayer
02025,59,Other,France,240,64,22,110,24,190,0,Adventure,34,126,Yes,PC,43,469,8177,Multiplayer
02026,25,Female,Japan,169,94,15,287,20,122,0,Adventure,32,299,Yes,Mobile,25,278,7541,Coop
02027,41,Male,Australia,858,98,22,37,7,103,1,Strategy,3,157,No,PC,43,389,2580,Multiplayer
02028,33,Male,USA,293,93,3,114,19,82,0,RPG,27,129,No,Mobile,6,99,8154,Single-player
02029,43,Other,Germany,921,54,28,184,28,108,0,Action,12,204,No,Console,36,467,845,Single-player
02030,44,Male,Japan,738,82,16,211,4,119,0,Action,8,37,No,Mobile,15,498,3838,Multiplayer
02031,54,Male,India,314,89,18,487,26,195,1,Adventure,20,150,Yes,Mobile,1,452,8696,Multiplayer
02032,21,Other,UK,126,101,15,364,19,133,0,Adventure,17,28,No,PC,47,395,2973,Single-player
02033,41,Male,Australia,467,49,23,483,17,10,1,Simulation,45,56,No,Console,22,314,5707,Coop
02034,36,Other,Japan,791,119,6,254,3,148,1,RPG,33,200,Yes,Mobile,44,320,1457,Single-player
02035,53,Other,Germany,366,70,17,319,10,105,0,Action,11,270,No,Mobile,40,166,3730,Single-player
02036,56,Male,India,20,45,2,309,20,190,0,Simulation,9,220,No,Mobile,38,296,9724,Multiplayer
02037,27,Male,Brazil,315,112,2,112,21,127,1,Strategy,34,77,Yes,PC,31,2,7125,Multiplayer
02038,42,Male,South Korea,757,33,17,269,19,29,1,Simulation,44,206,No,Mobile,35,125,665,Multiplayer
02039,35,Male,UK,89,89,19,319,10,81,0,Strategy,43,89,No,Console,28,41,6865,Single-player
02040,36,Male,France,403,23,5,433,13,114,0,Strategy,7,225,No,Console,7,170,99,Multiplayer
02041,53,Female,Brazil,517,107,4,174,25,148,0,Action,16,294,Yes,Console,42,119,119,Coop
02042,27,Male,Australia,450,97,28,309,12,150,1,Simulation,27,262,No,Mobile,42,212,7631,Multiplayer
02043,50,Female,South Korea,777,84,18,18,27,60,0,Action,15,86,Yes,Mobile,14,193,4004,Multiplayer
02044,22,Other,South Korea,907,118,8,202,3,157,0,RPG,24,100,Yes,Console,13,95,3320,Multiplayer
02045,52,Male,UK,608,109,9,422,15,173,0,RPG,37,281,Yes,Console,5,284,2778,Single-player
02046,51,Male,USA,149,10,24,448,5,187,0,RPG,49,115,No,Console,12,174,2335,Multiplayer
02047,50,Male,Brazil,445,56,23,125,22,17,1,RPG,40,211,Yes,Console,11,475,3007,Multiplayer
02048,38,Other,USA,956,85,26,482,12,61,0,Strategy,19,215,Yes,Mobile,26,224,8812,Coop
02049,34,Female,Canada,79,30,18,466,22,172,0,RPG,23,226,No,PC,33,409,9730,Single-player
02050,39,Female,Brazil,16,82,22,253,19,60,0,Action,39,278,No,Mobile,10,252,5763,Single-player
02051,54,Male,India,137,48,11,315,4,58,1,Simulation,31,251,Yes,Console,27,142,8896,Coop
02052,32,Male,Australia,651,12,16,416,18,162,0,Simulation,30,204,No,Mobile,6,300,2073,Multiplayer
02053,52,Male,Brazil,850,25,16,254,20,109,0,Action,7,157,Yes,PC,34,473,7847,Coop
02054,45,Male,Brazil,507,77,4,287,9,149,0,Adventure,45,74,No,Console,34,200,6246,Single-player
02055,24,Other,Canada,551,35,21,291,4,113,0,Adventure,3,81,No,PC,19,316,6036,Multiplayer
02056,49,Male,UK,918,119,9,151,13,151,1,Adventure,38,265,No,Mobile,10,468,4558,Multiplayer
02057,28,Other,UK,679,63,13,426,3,50,1,Adventure,48,3,No,Mobile,20,403,5661,Multiplayer
02058,27,Male,India,73,22,25,198,5,64,1,Strategy,30,164,No,PC,1,304,5687,Coop
02059,26,Female,UK,73,70,20,198,4,142,0,Strategy,10,233,No,Console,20,282,9114,Coop
02060,31,Female,South Korea,49,29,8,301,23,111,1,Simulation,34,203,Yes,Console,26,233,2370,Single-player
02061,30,Male,Germany,9,92,11,174,28,155,0,Simulation,13,216,Yes,Console,41,192,6164,Multiplayer
02062,42,Male,Canada,102,36,21,452,28,41,0,Strategy,39,216,Yes,PC,21,264,938,Multiplayer
02063,19,Other,Germany,861,11,9,269,1,147,0,Strategy,13,32,No,Mobile,24,379,1740,Coop
02064,52,Male,Germany,387,19,18,428,5,42,0,Simulation,25,78,Yes,Console,35,441,9432,Multiplayer
02065,24,Male,Canada,384,69,20,179,1,196,0,Action,41,149,No,Mobile,30,306,8386,Single-player
02066,38,Male,Germany,298,98,3,217,11,190,1,Strategy,34,215,No,Mobile,15,421,7125,Single-player
02067,35,Female,Germany,338,28,23,117,21,170,1,Action,40,211,No,PC,47,83,4813,Coop
02068,20,Other,Germany,388,24,18,305,3,1,0,RPG,40,239,Yes,Mobile,36,376,6957,Single-player
02069,59,Female,India,989,112,19,320,12,150,0,Action,40,213,No,Mobile,20,146,8816,Single-player
02070,56,Other,France,473,56,9,332,16,139,1,Action,34,152,Yes,Mobile,28,171,534,Multiplayer
02071,58,Female,India,615,33,24,319,5,173,0,Strategy,15,207,No,Console,0,266,7492,Multiplayer
02072,28,Male,USA,801,25,18,22,2,125,1,RPG,3,256,No,Mobile,40,381,5615,Coop
02073,56,Female,Brazil,961,90,22,124,12,160,1,Adventure,46,27,Yes,Console,2,333,8577,Coop
02074,41,Female,UK,791,69,16,83,22,43,1,Action,22,222,No,Console,44,216,3282,Single-player
02075,36,Other,Canada,141,89,14,198,2,152,1,RPG,34,99,Yes,PC,25,75,9865,Coop
02076,21,Other,South Korea,808,91,19,325,25,34,1,RPG,5,113,No,Console,34,428,4825,Coop
02077,43,Female,Germany,169,58,28,186,19,162,1,Strategy,41,105,Yes,Console,8,134,3831,Coop
02078,55,Other,Japan,12,13,29,328,8,64,1,RPG,22,106,No,PC,27,130,3347,Single-player
02079,59,Other,Canada,668,75,22,91,22,170,0,Adventure,29,129,Yes,Mobile,8,358,8880,Single-player
02080,49,Other,Australia,448,58,15,329,3,195,0,Strategy,8,163,No,Mobile,12,253,8869,Single-player
02081,56,Other,Canada,173,40,21,181,1,189,0,Action,34,157,No,Console,22,463,231,Single-player
02082,53,Other,Brazil,673,75,26,226,4,158,1,Strategy,4,243,Yes,PC,48,317,8379,Coop
02083,57,Female,South Korea,958,63,4,198,7,155,1,Action,25,145,No,PC,40,256,457,Multiplayer
02084,54,Other,Canada,131,11,12,472,1,138,1,Strategy,23,127,No,PC,43,14,6404,Single-player
02085,50,Male,South Korea,539,70,7,477,24,31,0,RPG,25,23,No,Mobile,37,427,203,Coop
02086,53,Female,Canada,594,24,11,234,4,65,1,Adventure,34,117,No,PC,2,10,1404,Multiplayer
02087,20,Female,India,896,69,26,409,5,59,0,Strategy,44,128,Yes,PC,20,384,7312,Coop
02088,26,Female,India,931,52,7,43,6,178,0,Simulation,6,173,Yes,Console,42,258,4153,Multiplayer
02089,25,Other,France,874,102,20,75,12,186,0,RPG,34,23,Yes,PC,30,149,3105,Coop
02090,50,Male,USA,268,107,3,140,8,144,1,Strategy,21,276,No,PC,44,426,9376,Multiplayer
02091,23,Other,Canada,250,49,4,181,6,114,0,RPG,44,28,Yes,Console,45,133,1557,Multiplayer
02092,58,Female,Germany,369,105,2,118,3,67,0,Simulation,30,204,Yes,Mobile,46,21,2547,Coop
02093,56,Female,Canada,617,94,20,39,4,165,0,RPG,3,63,Yes,PC,14,108,1749,Single-player
02094,21,Female,Australia,772,39,15,259,27,63,0,RPG,15,265,Yes,PC,16,305,8878,Single-player
02095,30,Female,South Korea,864,72,20,436,2,130,1,Strategy,21,140,No,Mobile,13,283,4355,Single-player
02096,19,Other,Germany,525,33,12,243,16,53,0,RPG,19,101,No,Console,15,333,3363,Multiplayer
02097,22,Male,France,591,53,21,128,18,75,0,Strategy,19,118,Yes,PC,41,237,2471,Coop
02098,44,Male,South Korea,887,23,17,5,12,171,1,Adventure,49,185,No,Console,16,223,8061,Single-player
02099,49,Female,India,505,37,18,310,0,126,0,Simulation,46,261,No,PC,25,377,2116,Single-player
02100,38,Male,Japan,671,23,8,65,4,157,0,Action,34,265,Yes,PC,47,28,2701,Coop
02101,25,Female,Germany,177,65,24,373,22,109,1,Simulation,14,113,Yes,Console,13,388,912,Single-player
02102,55,Female,India,666,117,8,493,8,87,0,RPG,4,110,Yes,PC,44,363,181,Coop
02103,25,Male,Australia,546,43,5,218,3,112,1,Strategy,31,272,No,PC,35,418,8394,Single-player
02104,20,Female,Germany,258,87,24,145,9,53,0,Action,46,2,No,Mobile,21,138,8686,Coop
02105,20,Male,Germany,259,98,9,233,13,47,0,Action,11,251,Yes,Mobile,2,256,9564,Coop
02106,39,Female,Germany,134,21,20,28,9,34,0,RPG,44,255,Yes,PC,2,367,1602,Coop
02107,23,Male,USA,460,65,20,308,0,67,0,Action,45,157,Yes,Console,14,262,3397,Multiplayer
02108,19,Female,Germany,488,70,23,160,22,25,0,Strategy,11,282,No,PC,3,386,3539,Coop
02109,40,Male,USA,642,114,5,130,18,71,0,RPG,49,172,Yes,PC,31,469,3146,Coop
02110,19,Female,India,80,70,27,147,16,87,1,Simulation,4,274,Yes,Mobile,15,30,9567,Single-player
02111,55,Female,France,366,49,10,387,19,106,0,RPG,16,138,Yes,PC,29,386,9630,Single-player
02112,34,Female,USA,58,29,1,81,29,55,1,RPG,38,36,No,Console,32,272,6177,Single-player
02113,52,Male,USA,73,51,24,391,26,68,0,Action,6,257,Yes,Mobile,36,17,3655,Coop
02114,51,Other,Germany,238,16,4,469,24,79,0,Adventure,18,229,No,Mobile,7,78,5,Single-player
